Name,Name (plain),rank,Chemistry,Z (chemical formula units in the unit cell),Chemistry Elements,Elements,Cu redox,localities,Db ID,Paragenetic mode,Metamorphic,Primary,Secondary,Abiotic,Biotic,Mineral name,v,IG,"IG,total","IG,n",Year,ICSD code,discovery,discovery method,max size (cm),color,luster,hard,structure,structure type,   a   ,   b   ,   c   ,   α   ,   β   ,   γ   ,   volume   ,   crystal system   ,   point group   ,   space group   ,multiplicity,   lattice   ,Max Age (Ma),MinDat Locality ID,Unique Ages,Unique Ages (including parents),Locality,Location,Ref,Excel ID
Serpierite,Serpierite,266,"Ca(Cu^2+^,Zn^2+^)_4_(S^6+^O_4_)_2_(OH)_6_·3H_2_O",,Ca Cu Zn S O H,6,2,266,4045,"72,89",0,0,1,0,1,Serpierite,96,4.627,444.156,0.703,,,1881,6,0.5,blue,2,2,1,Devilline,22.193,6.248,21.861,90,113.285,90,2784.3865,monoclinic,2/m,C2/c,8,C,2046,2390,88,403,"Aghbar Mine (Arhbar Mine), Aghbar, Bou Azer District (Bou Azzer District), Tazenakht, Ouarzazate Province, Souss-Massa-Draâ Region, Morocco","30.525,-6.8186111111111",GSLSP350_7,
Shattuckite,Shattuckite,649,Cu^2+^_5_(SiO_3_)_4_(OH)_2_,,Cu Si O H,4,2,65,4056,72,0,0,1,0,1,Shattuckite,100,3.684,368.386,0.554,1977,100072,1915,4,0.2,blue,6,3.5,1,,9.8922,19.8385,5.38225,90,90,90,1056.2475,orthorhombic,2/m2/m2/m,Pcab,8,P,900,4337,13,85,"M'sesa Mine, Kambove District, Katanga Copper Crescent, Katanga (Shaba), Democratic Republic Of Congo (Zaïre)","-10.849722222222,26.606388888889",USGSOFR03_107,
Shchurovskyite,Shchurovskyite,4847,K_2_CaCu^2+^_6_O_2_(As^5+^O_4_)_4_,,K Ca Cu O As,5,2,1,6237,72,0,0,1,0,1,,,,,,,,2013,1,0.015,green,2,3,0,,17.2856,5.6705,8.5734,90,92.953,90,839.232,monoclinic,2,C2,,C,3.60E-05,251235,1,8,"Arsenatnaya Fumarole, Second Scoria Cone, Northern Breakthrough (North Breach), Great Fissure Eruption (Main Fracture), Tolbachik Volcano, Kamchatka Oblast', Far-Eastern Region, Russia","55.683333333333,160.23333333333",BV43_47,
Shilovite,Shilovite,4850,Cu^2+^(N^3-^H_3_)_4_(N^5+^O_3_)_2_,,Cu N H O,4,2,1,6333,72,0,0,1,0,1,,,,,,,,2014,1,0.015,blue,2,2,0,,23.690625,10.8317,6.90485,90,90,90,1771.8795,orthorhombic,2/m2/m2/m,Pnnm,,P,,,0,2,,,,
Shubnikovite,Shubnikovite,4853,Ca_2_Cu^2+^_8_(As^5+^O_4_)_6_Cl(OH)·7H_2_O,,Ca Cu As O Cl H,6,2,1,5104,72,0,0,1,0,1,,,,,,,,1953,2,0.1,blue,6,2,0,,,,,,,,,,,,,,412,2786,1,4,"Khovu-Aksy Ni-Co Deposit, Tuva Republic, Eastern-Siberian Region, Russia","51.116666666667,93.666666666667",RGG51_1078,
Sieleckiite,Sieleckiite,3272,Cu^2+^_3_Al_4_(P^5+^O_4_)_2_(OH)_12_·2H_2_O,,Cu Al P O H,5,2,3,4081,72,0,0,1,0,1,,,,,,,,1987,1,0.01,blue,6,3,0,,9.41,7.56,5.95,90.25,91.27,104.02,410.8,triclinic,,,,,510,16762,1,10,"Girilambone Cu Mine, Girilambone, Canbelego Co., New South Wales, Australia","-31.260555555556,146.86666666667",USGSOFR2009_1034,
Sinnerite,Sinnerite,3820,Cu_6_As_4_S_9_,,Cu As S,3,,2,4102,52,0,1,0,1,0,Sinnerite,38,5.248,199.421,1,1975,66660,1964,1,1.2,gray,1,4,1,,9.0835,9.845,9.0945,90.135,109.515,107.69,725.43,triclinic,1,P1,,P,245,3207,1,7,"Lengenbach Quarry, Fäld (Imfeld; Im Feld; Feld), Binn Valley, Wallis (Valais), Switzerland","46.365,8.2211111111111",,
Skaergaardite,Skaergaardite,2393,CuPd,,Cu Pd,2,,6,5250,"11,12,61",0,1,0,1,0,Skaergaardite,2,1,2,1,,,2003,1,7.5,gray,1,,1,,2.988,2.988,2.988,90,90,90,26.677,cubic,4/m32/m,Pm3m,,P,,,0,14,,,,
Skinnerite,Skinnerite,1872,Cu_3_SbS_3_,,Cu Sb S,3,,11,4106,"18,57",0,1,0,1,0,Skinnerite,56,3.807,213.212,0.656,1994,74901,1973,1,0.01,gray,1,3,1,,7.8142,10.2424,13.2726,90,90.294,90,1062.274,monoclinic,2/m,P21/c,4,P,387,1782,3,32,"Clara Mine, Rankach Valley, Oberwolfach, Wolfach, Black Forest, Baden-Württemberg, Germany","48.383333333333,8.2463888888889",EJM21_817,
Slavkovite,Slavkovite,2892,Cu^2+^_13_(As^5+^O_4_)_6_(As^5+^O_3_OH)_4_·23H_2_O,,Cu As O H,4,2,3,5605,72,0,0,1,0,1,Slavkovite,77,5.28,406.543,0.843,2010,169938,2004,1,0.1,green,6,4,1,,6.424,14.37,16.559,102.882,101.036,98.022,1435.807,triclinic,1,P1,,P,350,155692,3,19,"Huber Stock (Huber Shaft; Hub Stock), Krásno (Schönfeld), Horní Slavkov (Schlaggenwald), Karlovy Vary Region, Bohemia (Böhmen; Boehmen), Czech Republic","50.122222222222,12.799166666667",TCM41_307,
Sorbyite,Sorbyite,2394,"Pb_9_Cu(Sb,As)_11_S_26_",,Pb Cu Sb As S,5,,4,4144,"52,78",0,1,1,1,0,Sorbyite,,,,,,,1966,1,0.1,gray,1,4,0,Madocite,44.9,8.28,26.4,90,113.42,90,9006.199,monoclinic,,,,,273.4,5596,1,13,"Khaidarkan Sb-Hg Deposit (Chaidarkan), Fergana Valley, Alai Range (Alay Range), Osh Oblast, Kyrgyzstan","39.933333333333,71.333333333333",,
Sorosite,Sorosite,2594,"Cu_1.1-1.2_(Sn,Sb)",,Cu Sn Sb,3,,5,4146,"12,61",0,1,0,1,0,Sorosite,4,1,4,0.5,1998,56274,1994,1,0.04,white,1,5.5,1,,4.19,4.19,5.086,90,90,120,77.328,hexagonal,6mm,P63mc,,P,,,0,8,,,,
Sou?ekite,Soucekite,2595,"CuPbBi(S,Se)_3_",,Cu Pb Bi S Se,5,,5,4148,"51,52,53",0,1,0,1,0,Sou?ekite,,,,,,,1976,1,0.001,gray,1,4,0,,8.153,8.498,8.08,90,90,90,559.82,orthorhombic,2mm,Pn21m,,P,94.52,48879,2,18,"Lamo-Longxianggai Cu-Zn Deposit (Lame-Longxianggai Cu-Zn Deposit), Dachang Sn-polymetallic Ore Field, Nandan Co., Hechi Prefecture, Guangxi Zhuang Autonomous Region, China","24.825,107.56666666667",MD48_267,
Spaltiite,Spaltiite,4865,Tl_2_Cu_2_As_2_S_5_,,Tl Cu As S,4,,1,6305,52,0,1,0,1,0,Spaltiite,,,,,,,2014,1,,,,,0,,15.846,10.024,6.343,90,99.037,90,995.018,monoclinic,2/m,P21/c,,P,245,3207,1,5,"Lengenbach Quarry, Fäld (Imfeld; Im Feld; Feld), Binn Valley, Wallis (Valais), Switzerland","46.365,8.2211111111111",,
Spangolite,Spangolite,508,Cu^2+^_6_AlS^6+^O_4_(OH)_12_Cl·3H_2_O,,Cu Al S O H Cl,6,2,92,4150,72,0,0,1,0,1,Spangolite,92,4.076,375.031,0.625,1992,72806,1890,6,2,green,2,3,1,,8.2696,8.2696,14.35686667,90,90,120,850.2766667,hexagonal,3mm,P31c,6,P,1703,74,35,194,"Kintore Opencut, Broken Hill, Yancowinna Co., New South Wales, Australia","-31.968611111111,141.46083333333",EG110_1027,
Spertiniite,Spertiniite,1448,Cu^2+^(OH)_2_,,Cu O H,3,2,16,4153,72,0,0,1,0,1,Spertiniite,10,2.322,23.219,0.699,1990,68459,1980,1,0.001,blue,2,,1,,5.490033333,8.798,4.4778,90,90,90,163.312,orthorhombic,2/m2/m2/m,Bbmm,16,B,1500,729,12,60,"Sichuan Province, China","30.286666666667,103.41111111111",USGSOFR03_107,
Spionkopite,Spionkopite,708,Cu_1.32_S,,Cu S,2,,61,4161,"71,78",0,0,1,1,0,Spionkopite,,,,,,,1978,1,0.05,blue,1,3,0,,22.962,22.962,41.429,90,90,120,18917.098,,,,,,2742,7797,22,121,"MKD5 Nickel Deposit, Mount Keith, Wiluna Shire, Western Australia, Australia","-27.166666666667,120.55",N382_703,
Stalderite,Stalderite,4869,"TlCu(Zn,Fe,Hg)_2_As_2_S_6_",,Tl Cu Zn Fe Hg As S,7,1,1,4169,52,0,1,0,1,0,Stalderite,24,2.418,58.039,0.527,1995,81209,1987,1,0.1,black,1,4,1,Routhierite,9.865,9.865,10.938,90,90,90,1064.467,tetragonal,42m,I42m,,I,245,3207,1,5,"Lengenbach Quarry, Fäld (Imfeld; Im Feld; Feld), Binn Valley, Wallis (Valais), Switzerland","46.365,8.2211111111111",,
Stannite,Stannite,152,Cu_2_FeSnS_4_,,Cu Fe Sn S,4,1,597,4172,51,0,1,0,1,0,Stannite,8,1.75,14,0.583,1977,15826,1832,6,6,gray,1,4,1,Sphalerite,5.448733333,5.448733333,10.76091667,90,90,90,319.476,tetragonal,42m,I42m,16,I,3026,206837,150,689,"Bousquet No. 1 & No. 2 Mines, Preissac, Abitibi RCM, Abitibi-Témiscamingue, Québec, Canada","48.251388888889,-78.461111111111",TCM41_307,
Stannoidite,Stannoidite,654,"Cu^1+^_8_Fe^3+^_2_(Fe^2+^,Zn^2+^)Sn^4+^_2_S^2-^_12_",,Cu Fe Zn Sn S,5,1,67,4173,51,0,1,0,1,0,Stannoidite,25,3.124,78.096,0.673,1976,41894,1968,1,0.1,brown,1,4,1,,10.79435,5.41065,16.11505,90,90,90,941.19,orthorhombic,222,I222,8,I,2716,4381,27,167,"Kidd Creek Mine (Kidd Mine), Kidd Township, Timmins Area, Cochrane District, Ontario, Canada","48.69,-81.366666666667",USGSOFR2009_1034,
Starovaite,Starovaite,4870,KCu^2+^_5_O(V^5+^O_4_)_3_,,K Cu O V,4,2,1,6028,72,0,0,1,0,1,Starovaite,44,4.459,196.215,0.817,,,2011,1,0.007,brown,1,4,1,,6.083,8.2605,10.702,97.81,92.36,90.44,532.0835,triclinic,1,P1,,P,3.60E-05,2656,1,8,"Yadovitaya Fumarole, Second Scoria Cone, Northern Breakthrough (North Breach), Great Fissure Eruption (Main Fracture), Tolbachik Volcano, Kamchatka Oblast', Far-Eastern Region, Russia","55.833333333333,160.33333333333",BV43_47,
Stavelotite-(La),Stavelotite-(La),4871,"La_3_Mn^2+^_3_Cu^2+^(Mn^3+^,Fe^3+^,Mn^4+^)_26_(Si_2_O_7_)_6_O_30_",,La Mn Cu Fe Si O,6,2,1,5274,72,0,0,1,0,1,Stavelotite-(La),351,6.87,2411.498,0.813,2005,155053,2004,1,0.01,brown,1,,1,,11.525,11.525,33.347,90,90,120,3835.918,hexagonal,3,P31,,P,,,0,1,,,,
Steverustite,Steverustite,1534,Pb^2+^_5_Cu^1+^(S^6+^O_3_S^2-^)_3_(OH)_5_·2H_2_O,,Pb Cu S O H,5,1,13,5680,72,0,0,1,0,1,Steverustite,116,4.858,563.526,0.708,2009,166777,2008,1,0.075,white,2,,1,,12.5631,8.8963,18.0132,90,96.459,90,2000.468,monoclinic,2/m,P21/n,4,P,,,0,3,,,,
Stibiocolusite,Stibiocolusite,2895,"Cu_13_V(Sb,Sn,As)_3_S_16_",,Cu V Sb Sn As S,6,,4,4196,51,0,1,0,1,0,Stibiocolusite,66,2.498,164.852,0.413,,,1991,1,,gray,1,4.5,0,Sphalerite,10.705,10.705,10.705,90,90,90,1227.1,cubic,43m,P43m,,P,91.6,16254,1,12,"Chelopech Au-Cu Mine, Chelopech, Sofiya Oblast (Sofia Oblast), Bulgaria","42.669444444444,24.083333333333",MD42_665,
Stoiberite,Stoiberite,3829,Cu^2+^_5_O_2_(V^5+^O_4_)_2_,,Cu O V,3,2,2,4211,"22,72",0,1,1,0,1,Stoiberite,68,4.087,277.947,0.671,1973,2557,1979,1,0.01,black,1,,1,,8.393,6.0652,16.156,90,108.09,90,781.772,monoclinic,2/m,P21/c,,P,,,0,2,,,,
Stranskiite,Stranskiite,2206,Cu^2+^Zn^2+^_2_(As^5+^O_4_)_2_,,Cu Zn As O,4,2,5,4218,72,0,0,1,0,1,Stranskiite,13,2.777,36.106,0.751,1979,100249,1960,2,1,blue,2,4,1,,5.09,6.75,5.3,111,112.5,86,156.58,triclinic,1,P1,,P,541,2428,2,20,"Tsumeb Mine (Tsumcorp Mine), Tsumeb, Otjikoto Region (Oshikoto), Namibia","-19.25,17.7",,
Strashimirite,Strashimirite,571,Cu^2+^_4_(As^5+^O_4_)_2_(OH)_2_·2.5H_2_O,,Cu As O H,4,2,78,4219,72,0,0,1,0,1,Strashimirite,,,,,,,1967,2,0.4,green,6,3,0,,9.617,18.693,8.999,90,97.08,90,1605.2585,monoclinic,,,,,416,123375,26,137,"Stocker Adit, Silberberg, Geyer - Silberberg District, Brixlegg - Rattenberg, Brixlegg - Schwaz Area, Inn Valley, North Tyrol, Tyrol, Austria","0,0",,
Stringhamite,Stringhamite,2069,CaCu^2+^SiO_4_·H_2_O,,Ca Cu Si O H,5,2,6,4223,72,0,0,1,0,1,Stringhamite,40,3.422,136.877,0.643,1985,30926,1974,1,0.01,blue,2,,1,,5.0265,16.132,5.3396,90,102.98,90,421.912,monoclinic,2/m,P21/c,,P,145.5,3449,3,27,"Crestmore Quarries, Crestmore, Riverside Co., California, USA","34.016388888889,-117.38333333333",,
Stromeyerite,Stromeyerite,241,CuAgS,,Cu Ag S,3,,303,4224,"51,78",0,1,1,1,0,Stromeyerite,6,1.585,9.51,0.613,1991,66580,1832,6,0.5,gray,1,3,1,,4.05624,6.61246,7.95414,90,90,90,213.3486,orthorhombic,2mm,Pmc21,8,P,3074,3097,99,485,"Witwatersrand Field, Free State Province, South Africa","-28.25,26.783333333333",OGR10_67,
Sugakiite,Sugakiite,3284,"Cu(Fe,Ni)_8_S_8_",,Cu Fe Ni S,4,,2,5546,"11,51",0,1,0,1,0,Sugakiite,17,1.646,27.977,0.403,,,2005,1,0.01,yellow,1,,0,Pentlandite,10.566,10.566,9.749,90,90,90,1008.4,tetragonal,4/m2/m2/m,P42/mnm,,P,250.3,2751,1,9,"Talnakh Cu-Ni Deposit, Noril'sk, Putoran Plateau, Taimyr Peninsula, Taymyrskiy Autonomous Okrug, Eastern-Siberian Region, Russia","69.474722222222,88.441388888889",GCA59_2071,
Sulvanite,Sulvanite,915,Cu^2+^_3_V^3+^S^2-^_4_,,Cu V S,3,2,38,4255,51,0,1,0,1,0,Sulvanite,8,1.406,11.245,0.469,1998,402891,1900,6,2.5,yellow,1,3.5,1,,5.36105,5.36105,5.36105,90,90,90,154.09925,cubic,43m,P43m,24,P,900,18222,11,81,"Kambove District, Katanga Copper Crescent, Katanga (Shaba), Democratic Republic Of Congo (Zaïre)","-10.835277777778,26.551666666667",USGSOFR03_107,
Szenicsite,Szenicsite,3288,Cu^2+^_3_Mo^6+^O_4_(OH)_4_,,Cu Mo O H,4,2,3,4288,72,0,0,1,0,1,Szenicsite,64,3.563,228,0.594,1998,86868,1993,1,3,green,3,4,1,,8.52235,12.559,6.077375,90,90,90,650.4765,orthorhombic,2/m2/m2/m,Pnnm,,P,61.6,61469,2,13,"Carlota Mine (Carlotta Mine; Carlota Property; Carlota Deposit; Cactus Deposit; Brewery Mine; Brewery Claims; Alexander Mine), Top Of The World, Miami-Inspiration District, Globe-Miami District, Gila Co., Arizona, USA","33.384722222222,-110.98888888889",EG75_830,
Talnakhite,Talnakhite,1079,Cu_9_Fe_8_S_16_,,Cu Fe S,3,,26,4306,51,0,1,0,1,0,Talnakhite,36,2.537,91.323,0.491,1972,15242,1967,1,2,yellow,1,,0,Chalcopyrite,10.603,10.603,10.603,90,90,90,1192.0305,cubic,43m,I43m,48,I,2906,3883,11,65,"Stillwater Complex, Stillwater Co., Montana, USA","45.365833333333,-109.8325",JP35_1717,
Tangdanite,Tangdanite,2905,Ca_2_Cu^2+^_9_(As^5+^O_4_)_4_(S^6+^O_4_)_0.5_(OH)_9_·9H_2_O,,Ca Cu As O S H,6,2,4,6042,72,0,0,1,0,1,Tangdanite,114,4.85,552.949,0.71,,,2011,1,0.3,green,6,2.5,1,Tyrolite,54.49,5.5685,10.469,90,96.294,90,3157.436,monoclinic,2/m,C2/c,,C,1500,8302,2,13,"Tangdan Mine, Dongchuan Cu Ore Field, Dongchuan District, Kunming Prefecture, Yunnan Province, China","26.18,103.05972222222",USGSOFR03_107,
Tangeite,Tangeite,761,CaCu^2+^V^5+^O_4_(OH),,Ca Cu V O H,5,2,54,4311,72,0,0,1,0,1,Tangeite,36,3.17,114.117,0.613,,,1926,2,0.3,green,2,3.5,1,Adelite,5.8075,7.4225,9.3345,90,90,90,402.38,orthorhombic,222,P212121,4,P,1060,3852,10,96,"Manganese Mine, Copper Harbor, Keweenaw Co., Michigan, USA","0,0",EG83_619,
Tarkianite,Tarkianite,2398,"(Cu,Fe)(Re,Mo)_4_S_8_",,Cu Fe Re Mo S,5,,6,5220,"11,51",0,1,0,1,0,Tarkianite,,,,,,,2003,1,0.01,black,1,6,1,,9.563,9.563,9.563,90,90,90,874.5,cubic,43m,F43m,,F,2716,3883,6,28,"Stillwater Complex, Stillwater Co., Montana, USA","45.365833333333,-109.8325",,
Teineite,Teineite,1651,Cu^2+^Te^4+^O_3_·2H_2_O,,Cu Te O H,4,2,13,4331,72,0,0,1,0,1,Teineite,28,2.807,78.606,0.584,1977,100418,1939,4,2,blue,6,2.5,1,,6.632,9.5985,7.4265,90,90,90,472.7505,orthorhombic,222,P212121,4,P,200.7,3297,5,30,"Cole Mine (Cole Shaft; Cole No. 3), Bisbee, Warren District, Mule Mts, Cochise Co., Arizona, USA","31.418055555556,-109.90666666667",UBCMDRUSP2_1,
Tennantite,Tennantite,75,Cu_12_As_4_S_13_,,Cu As S,3,1,1548,4344,"32,51",1,1,0,1,0,Tennantite,29,2.029,58.842,0.418,2008,161360,1819,6,20,gray,1,4.5,1,Tennantite,10.22275714,10.22275714,10.22275714,90,90,90,1068.354429,cubic,43m,I43m,48,I,3074,3097,466,1669,"Witwatersrand Field, Free State Province, South Africa","-28.25,26.783333333333",OGR10_67,
Tenorite,Tenorite,103,Cu^2+^O,,Cu O,2,2,1011,4345,72,0,0,1,0,1,Tenorite,4,1,4,0.5,1996,43179,1842,6,0.2,gray,1,3.5,1,,4.678786667,3.443453333,5.12494,90,99.17715333,90,81.51066667,monoclinic,2/m,C2/c,8,C,3351,205849,287,1159,"Coppin Gap Cu-Mo Deposit (Spinifex Ridge), Bamboo Creek District, East Pilbara Shire, Western Australia, Australia","-20.888888888889,120.10833333333",USGSOFR2008_1155,
Tetra-auricupride,Tetra-auricupride,1317,CuAu,,Cu Au,2,,21,4356,"11,12",0,1,0,1,0,Tetraauricupride,2,1,2,1,1983,611749,1982,1,0.06,yellow,1,1.6,0,,,,,,,,,,,,,,2660.9,16960,7,60,"Cauê Mine, Itabira, Iron Quadrangle, Minas Gerais, Brazil","0,0",PR204_40,
Tetrahedrite,Tetrahedrite,26,Cu_12_Sb_4_S_13_,,Cu Sb S,3,1,4782,4361,"32,51",1,1,0,1,0,Tetrahedrite,29,2.029,58.842,0.418,1964,25707,1845,6,15,gray,1,4.5,1,Tennantite,10.41586,10.41586,10.41586,90,90,90,1130.217133,cubic,43m,I43m,48,I,3640,3086,958,2897,"Barberton, Ehlanzeni District, Mpumalanga Province, South Africa","-25.724722222222,31.094444444444",JAES6_681,
Thalcusite,Thalcusite,1652,"(Cu,Fe)_4_Tl_2_S_4_",,Cu Fe Tl S,4,,11,4366,"18,51",0,1,0,1,0,Thalcusite,5,1.522,7.61,0.655,1989,40495,1975,1,0.1,black,1,3,1,,3.7771,3.7771,13.3791,90,90,90,190.873,tetragonal,4/m2/m2/m,I4/mmm,32,I,1880.7,2814,6,40,"Murunskii Massif, Chara And Tokko Rivers Confluence, Aldan Shield, Sakha Republic (Saha Republic; Yakutia), Eastern-Siberian Region, Russia","58.366666666667,118.88333333333",GSLSP350_7,
Theisite,Theisite,748,Cu^2+^_5_Zn^2+^_5_As^5+^_2_O_8_(OH)_14_,,Cu Zn As O H,5,2,55,4370,72,0,0,1,0,1,,,,,,,,1980,1,0.2,blue,6,1.5,0,,8.225,7.123,14.97,90,90,90,877.043,orthorhombic,,,,,416,57219,8,65,"Johann Adit, Geyer - Silberberg District, Brixlegg - Rattenberg, Brixlegg - Schwaz Area, Inn Valley, North Tyrol, Tyrol, Austria","0,0",,
Theoparacelsite,Theoparacelsite,4926,Cu^2+^_3_(OH)_2_As^5+^_2_O_7_(OH)_2_,,Cu O H As,4,2,1,4372,72,0,0,1,0,1,Theoparacelsite,10,1.922,19.219,0.579,2001,92971,1998,1,0.02,green,3,,1,,8.3212,2.9377,4.6644,90,90,90,114.022,orthorhombic,2/m2/m2/m,Pmma,,P,251,6914,1,6,"Roua Mines (Clue De Roua), Daluis, Guillaumes, Alpes-Maritimes, Provence-Alpes-Côte D'Azur, France","44.030277777778,6.8677777777778",,
Thometzekite,Thometzekite,1875,Pb^2+^Cu^2+^_2_(As^5+^O_4_)_2_·2H_2_O,,Pb Cu As O H,5,2,10,4377,72,0,0,1,0,1,Thometzekite,15,2.707,40.603,0.693,,,1982,1,0.002,green,5,4.5,1,Natrochalcite,9.092333333,6.314,7.661333333,90,116.83,90,392.46,monoclinic,2/m,C2/m,8,C,725,785,7,44,"Moldava (Moldawa), Dubí (Eichwald), Krušné Hory Mts (Erzgebirge), Ústí Region, Bohemia (Böhmen; Boehmen), Czech Republic","50.718888888889,13.658055555556",NJMA187_289,
Timroseite,Timroseite,2075,Pb^2+^_2_Cu^2+^_5_(Te^6+^O_6_)_2_(OH)_2_,,Pb Cu Te O H,5,2,4,5792,72,0,0,1,0,1,Timroseite,48,3.835,184.078,0.687,2010,168636,2009,1,0.05,green,4,2.5,1,,5.2,9.6225,11.534,90,90,90,577.127,orthorhombic,2mm,P21nm,,P,946,211552,6,12,"Library Mine, Baker, San Bernardino Co., California, USA","0,0",GSAB101_1574,
Tintinaite,Tintinaite,1290,Pb_10_Cu_2_Sb_16_S_35_,,Pb Cu Sb S,4,,22,4404,53,0,1,0,1,0,Tintinaite,,,,,,,1967,1,0.2,gray,1,3,0,,34.0185,22.4075,4.0337,90,90.0975,90,3074.7665,monoclinic,,,,,164,126206,9,61,"Straková, Betliar (Betler; Betlér), Rož?ava Co., Košice Region, Slovakia","48.718333333333,20.502777777778",AM28_1,
Tlalocite,Tlalocite,3850,Cu^2+^_10_Zn^2+^_6_(Te^4+^O_3_)(Te^6+^O_4_)_2_Cl^1-^(OH)_25_·27H_2_O,,Cu Zn Te O Cl H,6,2,1,4415,72,0,0,1,0,1,Tlalocite,,,,,,,1974,1,0.001,blue,4,1,0,,,,,,,,,,,,,,48,2361,1,5,"Bambollita Mine (Oriental Mine), Moctezuma, Mun. De Moctezuma, Sonora, Mexico","29.8,-109.66666666667",,
Tlapallite,Tlapallite,2608,H_6_Ca_2_Cu^2+^_3_S^6+^O_4_(Te^4+^O_3_)_4_(Te^6+^O_6_),,H Ca Pb Cu Zn O S Te,8,2,4,4416,72,0,0,1,0,1,Tlapallite,,,,,,,1977,1,0.01,green,4,3,0,,12.02,9.12,15.8,90,90.255,90,1731.75,monoclinic,,,,,76,15027,4,13,"Lucky Cuss Mine (Escondido Mine; Escondido Claims; McCann Mine; Wedge Mine), Tombstone District, Tombstone Hills, Cochise Co., Arizona, USA","31.700833333333,-110.07416666667",EG94_211,
Tolbachite,Tolbachite,2610,CuCl_2_,,Cu Cl,2,,2,4422,"22,72",0,1,1,0,1,Tolbachite,3,0.918,2.755,0.579,1993,66645,1982,1,0.2,brown,6,,1,,6.9038,3.2995,6.824,90,122.197,90,131.54,monoclinic,2/m,C2/m,,C,200.7,3309,3,16,"Southwest Mine, Bisbee, Warren District, Mule Mts, Cochise Co., Arizona, USA","31.439722222222,-109.91555555556",UBCMDRUSP2_1,
Tondiite,Tondiite,3301,Cu^2+^_3_MgCl_2_(OH)_6_,,Cu Mg Cl O H,5,2,2,6236,72,0,0,1,0,1,Tondiite,18,2.071,37.284,0.497,,,2013,1,0.1,green,2,3.5,1,Atacamite,6.8361,6.8361,14.0451,90,90,120,568.4245,hexagonal,32/m2/m,R3m,,R,,,0,3,,,,
Torbernite,Torbernite,104,Cu^2+^(U^6+^O_2_)_2_(PO_4_)_2_·12H_2_O,,Cu U O P H,5,2,996,4429,72,0,0,1,0,1,Torbernite,106,3.162,335.16,0.47,2003,97284,1790,6,2.5,green,2,2.5,1,,7.0267,7.0267,20.807,90,90,90,1027.335,tetragonal,4/m2/m2/m,P4/nnc,16,P,2046,31941,119,549,"Angarf-South Pegmatite, Tazenakht, Ouarzazate Province, Souss-Massa-Draâ Region, Morocco","0,0",GSLSP350_7,
Trippkeite,Trippkeite,2915,Cu^2+^As^3+^_2_O_4_,,Cu As O,3,2,4,4454,72,0,0,1,0,1,Trippkeite,28,1.95,54.606,0.406,1975,4287,1880,6,0.1,green,2,4,1,Trippkeite,8.591,8.591,5.5665,90,90,90,410.8375,tetragonal,4/m2/m2/m,P42/mbc,,P,251,6914,3,19,"Roua Mines (Clue De Roua), Daluis, Guillaumes, Alpes-Maritimes, Provence-Alpes-Côte D'Azur, France","44.030277777778,6.8677777777778",,
Tschörtnerite,Tschortnerite,4946,"Ca_4_(K,Ca,Sr,Ba)_3_Cu^2+^_3_Al_12_Si_12_O_48_(OH)_8_·20H_2_O",,Ca K Sr Ba Cu Al Si O H,9,2,1,4469,57,0,0,1,0,1,Tschörtnerite,468,4.166,1949.646,0.47,,,1995,1,0.015,blue,2,4.5,1,,31.62,31.62,31.62,90,90,90,31614.448,cubic,4/m32/m,Fm3m,,F,0.4,1793,1,7,"Caspar Quarry, Bellerberg Volcano, Ettringen, Mayen, Eifel, Rhineland-Palatinate, Germany","50.351666666667,7.2338888888889",BOOK_MPMA_241,
Tsumebite,Tsumebite,1062,Pb^2+^_2_Cu^2+^(P^5+^O_4_)(S^6+^O_4_)(OH),,Pb Cu P O S H,6,2,29,4474,72,0,0,1,0,1,Tsumebite,28,3.522,98.606,0.733,1967,76613,1912,4,0.3,green,2,3.5,1,Brackebuschite,7.866666667,5.7874,8.696333333,90,111.532,90,368.2836667,monoclinic,2/m,P21/m,4,P,1855,73,9,73,"Block 14 Opencut, Broken Hill, Yancowinna Co., New South Wales, Australia","-31.959166666667,141.475",EG100_633,
Tulameenite,Tulameenite,928,CuFePt_2_,,Cu Fe Pt,3,,36,4480,"11,61",0,1,0,1,0,Tulameenite,4,1.5,6,0.75,1986,627330,1972,1,0.04,yellow,1,5,1,,2.7477,2.7477,3.587,90,90,90,27.081,tetragonal,4/m2/m2/m,P4/mmm,16,P,2906,16398,9,72,"Minneapolis Adit, J-M Reef (Howland Reef), Stillwater Complex, Stillwater Co., Montana, USA","0,0",JP35_1717,
Turanite,Turanite,2919,Cu^2+^_5_(V^5+^O_4_)_2_(OH)_4_,,Cu V O H,4,2,4,4492,72,0,0,1,0,1,Turanite,23,3.567,82.042,0.789,2004,54831,1909,4,0.5,green,5,5,1,,5.3834,6.2736,6.8454,86.169,91.681,92.425,230.387,triclinic,1,P1,,P,81.1,62351,1,10,"Unnamed Prospect, Manhattan District, Toquima Range, Nye Co., Nevada, USA","0,0",EG81_388,
